employee_id,name,branch_id,role,hiring_date,salary
1475,James Miller,59,Relationship Manager,10-10-2018,144008
1476,Ajay Martinez,58,Relationship Manager,06-03-2007,87627
1477,Rahul Chopra,10,Teller,30-05-2024,93844
1478,Elizabeth Miller,132,Relationship Manager,04-02-2012,146814
1479,William Patel,36,Teller,16-11-2006,69588
1480,Robert Singh,149,Loan Officer,05-03-2006,162312
1481,Karen Kapoor,75,Relationship Manager,30-03-2010,103982
1482,Pooja Joshi,132,Teller,11-12-2008,81048
1483,Amit Brown,27,Teller,12-09-2018,77883
1484,Anjali Rodriguez,25,Teller,28-08-2013,91980
1485,Joseph Menon,121,Branch Manager,14-11-2016,171300
1486,Barbara Rao,123,Relationship Manager,29-04-2011,43601
1487,Karen Davis,82,Teller,17-08-2001,105210
1488,William Rodriguez,5,Teller,24-02-2000,154920
1489,Meera Sharma,142,Customer Service,29-12-2000,99752
1490,Linda Reddy,59,Teller,07-08-2014,114034
1491,Karen Rodriguez,141,Customer Service,19-01-2013,80925
1492,Rohan Mehta,131,Relationship Manager,31-12-2018,48704
1493,John Patel,128,Customer Service,26-09-2022,125189
1494,Karen Mehta,104,Relationship Manager,08-06-2004,167833
1495,Charles Jones,101,Branch Manager,30-04-2024,107047
1496,David Mehta,80,Relationship Manager,05-09-2023,93669
1497,Jennifer Joshi,4,Teller,27-08-2015,47615
1498,Mary Jones,59,Teller,24-06-2013,171598
1499,James Martinez,110,Customer Service,27-06-2004,160119
1500,Karen Singh,122,Teller,12-07-2004,165096
1501,Patricia Mehta,84,Relationship Manager,22-06-2000,82569
1502,Ajay Singh,107,Customer Service,01-06-2016,123045
1503,David Reddy,4,Compliance Officer,03-01-2011,93751
1504,Neha Singh,71,Teller,16-11-2004,63667
1505,Arjun Mehta,77,Loan Officer,27-05-2003,59261
1506,Anita Williams,134,Customer Service,12-08-2001,86345
1507,Anjali Chopra,47,Teller,16-04-2016,112116
1508,Robert Patel,35,Branch Manager,01-06-2017,46544
1509,Elizabeth Johnson,53,Customer Service,20-01-2016,134712
1510,David Gupta,26,Compliance Officer,24-10-2002,97580
1511,Jennifer Patel,84,Customer Service,18-01-2001,161937
1512,Richard Williams,97,Teller,13-09-2002,70376
1513,Richard Menon,121,Loan Officer,07-02-2019,35844
1514,Sanjay Miller,146,Customer Service,21-10-2018,75432
1515,Richard Martinez,12,Teller,29-06-2007,175946
1516,Suresh Patel,38,Loan Officer,27-05-2001,76943
1517,Sanjay Bose,46,Teller,16-02-2008,134980
1518,Anjali Chopra,38,Teller,31-07-2020,156180
1519,Robert Malhotra,125,Branch Manager,24-08-2003,71213
1520,Meera Davis,21,Teller,26-03-2020,125674
1521,Vikram Chatterjee,5,Customer Service,11-10-2011,59080
1522,Meera Bose,130,Teller,05-08-2003,83055
1523,Joseph Patel,145,Customer Service,26-09-2023,73005
1524,Ajay Reddy,34,Teller,25-01-2017,130202
1525,Sneha Johnson,50,Relationship Manager,15-06-2002,161110
1526,John Chopra,76,Teller,11-06-2009,66362
1527,Thomas Pillai,79,Branch Manager,29-01-2016,72291
1528,Jennifer Iyer,149,Teller,07-08-2001,152783
1529,Kiran Reddy,61,Teller,02-01-2024,98348
1530,Richard Iyer,2,Loan Officer,27-12-2019,105985
1531,Elizabeth Williams,64,Relationship Manager,12-04-2005,135272
1532,Priya Mehta,84,Relationship Manager,12-03-2023,48913
1533,Sarah Kumar,78,Teller,10-05-2017,160542
1534,Patricia Joshi,77,Teller,12-06-2001,83514
1535,Manoj Joshi,139,Customer Service,05-04-2003,128102
1536,Ritu Iyer,122,Customer Service,01-06-2023,93691
1537,Pooja Pillai,38,Teller,29-04-2005,142472
1538,Vikram Nair,54,Customer Service,17-06-2002,120960
1539,Thomas Kapoor,101,Branch Manager,11-05-2013,54345
1540,Priya Mehta,62,Customer Service,26-07-2014,56552
1541,Rohan Menon,65,Loan Officer,29-09-2016,161365
1542,Michael Chopra,26,Loan Officer,21-05-2025,106979
1543,Patricia Brown,39,Teller,19-04-2019,69909
1544,David Williams,112,Customer Service,28-08-2000,49775
1545,Charles Gupta,127,Teller,02-04-2002,47513
1546,Michael Nair,118,Customer Service,03-01-2000,167825
1547,Robert Singh,47,Customer Service,16-01-2010,176389
1548,Ritu Iyer,21,Customer Service,26-11-2008,87811
1549,Jessica Nair,24,Teller,23-09-2023,58649
1550,Amit Joshi,60,Teller,11-10-2000,91669
1551,Rohan Sharma,78,Loan Officer,18-06-2022,48771
1552,Pooja Iyer,134,Customer Service,13-08-2006,111547
1553,Pooja Reddy,135,Relationship Manager,12-03-2023,123155
1554,Richard Iyer,1,Loan Officer,18-05-2022,177763
1555,Ritu Menon,107,Relationship Manager,31-10-2020,76467
1556,Jessica Pillai,45,Teller,22-08-2003,58067
1557,Ritu Nair,30,Loan Officer,30-11-2015,48269
1558,Thomas Patel,84,Teller,22-06-2010,85329
1559,Robert Rao,6,Customer Service,24-12-2015,119370
1560,Sanjay Garcia,51,Teller,16-12-2018,38127
1561,Mary Gupta,83,Teller,24-09-2012,143365
1562,Sanjay Miller,41,Customer Service,11-12-2007,97936
1563,Mary Jones,90,Branch Manager,16-04-2023,148566
1564,William Williams,70,Teller,08-11-2016,98468
1565,Sneha Rao,120,Teller,04-07-2022,51637
1566,Kiran Smith,28,Branch Manager,10-01-2006,31262
1567,Thomas Kapoor,9,Teller,21-04-2021,112643
1568,Robert Gupta,80,Teller,21-03-2008,109994
1569,Elizabeth Sharma,39,Customer Service,14-09-2011,151679
1570,Anjali Malhotra,107,Teller,13-11-2021,161342
1571,Rahul Reddy,14,Customer Service,05-01-2009,52485
1572,Robert Chopra,87,Loan Officer,14-05-2006,75832
1573,Jessica Kumar,149,Teller,09-04-2023,59567
1574,David Smith,14,Teller,04-07-2024,44220
1575,Linda Miller,46,Teller,27-11-2007,28366
1576,Ritu Rao,127,Teller,14-10-2007,40511
1577,Vikram Menon,81,Teller,14-10-2005,107744
1578,Linda Jones,27,Relationship Manager,06-08-2000,51083
1579,Neha Brown,32,Relationship Manager,24-06-2006,57591
1580,Thomas Pillai,115,Loan Officer,31-07-2021,45910
1581,John Menon,130,Customer Service,08-05-2004,138084
1582,Charles Garcia,55,Customer Service,23-02-2016,124623
1583,Linda Gupta,72,Relationship Manager,17-11-2012,174256
1584,David Mehta,118,Teller,21-07-2015,44947
1585,Anjali Garcia,27,Teller,12-11-2002,59730
1586,Rahul Martinez,31,Teller,10-11-2011,97266
1587,Jennifer Verma,117,Teller,29-11-2015,126662
1588,Ritu Kapoor,28,Teller,30-08-2008,47772
1589,Amit Martinez,116,Relationship Manager,27-03-2022,60198
1590,Suresh Gupta,75,Relationship Manager,16-06-2013,92069
1591,Pooja Rodriguez,149,Teller,19-03-2009,30737
1592,Susan Chopra,5,Loan Officer,13-10-2000,88081
1593,Rohan Jones,142,Loan Officer,13-04-2004,143300
1594,Rohan Miller,34,Loan Officer,11-02-2012,108049
1595,Rahul Davis,6,Customer Service,02-03-2010,93968
1596,David Joshi,109,Teller,24-02-2022,102163
1597,Susan Pillai,80,Relationship Manager,23-12-2019,171911
1598,David Nair,126,Compliance Officer,15-01-2004,107106
1599,Richard Jones,17,Customer Service,12-01-2015,109211
1600,Michael Chopra,13,Customer Service,20-07-2011,169484
1601,Mary Iyer,86,Branch Manager,27-07-2002,51937
1602,Kiran Chatterjee,133,Teller,03-12-2016,42586
1603,Patricia Sharma,61,Teller,26-08-2013,96365
1604,Anjali Menon,120,Customer Service,22-03-2002,76424
1605,James Bose,136,Teller,24-11-2011,58839
1606,Sanjay Miller,131,Relationship Manager,06-08-2018,46164
1607,Susan Kumar,77,Loan Officer,24-04-2008,161460
1608,Rohan Rodriguez,105,Loan Officer,19-10-2002,121372
1609,Barbara Sharma,79,Teller,11-03-2005,133017
1610,Anita Davis,102,Compliance Officer,07-12-2024,45948
1611,Charles Singh,86,Teller,11-10-2015,79868
1612,Rohan Davis,79,Teller,22-06-2004,122366
1613,Thomas Kapoor,66,Teller,08-04-2012,108228
1614,Rohan Rao,98,Customer Service,24-11-2004,133622
1615,Manoj Chopra,113,Compliance Officer,02-04-2011,129760
1616,Sarah Menon,138,Teller,13-09-2003,90827
1617,Joseph Smith,92,Relationship Manager,23-09-2015,146994
1618,Jennifer Menon,16,Teller,29-06-2014,67463
1619,Joseph Brown,89,Customer Service,06-02-2016,40182
1620,Jennifer Nair,48,Teller,11-04-2011,166833
1621,Linda Sharma,5,Loan Officer,08-04-2007,31422
1622,Ajay Kapoor,11,Customer Service,05-05-2006,71117
1623,Patricia Kumar,89,Branch Manager,20-06-2005,45396
1624,Karen Chatterjee,142,Teller,30-11-2010,63238
1625,Ritu Gupta,76,Relationship Manager,22-06-2011,88039
1626,Ajay Joshi,67,Compliance Officer,12-02-2017,47700
1627,Michael Martinez,14,Loan Officer,01-05-2001,98939
1628,Michael Miller,102,Customer Service,28-02-2007,168953
1629,Jessica Verma,9,Customer Service,01-09-2021,48742
1630,Priya Nair,127,Teller,06-04-2023,168840
1631,Ajay Singh,123,Relationship Manager,29-08-2023,90495
1632,William Bose,149,Teller,14-10-2007,118053
1633,Michael Miller,43,Customer Service,13-01-2005,95126
1634,David Martinez,25,Teller,09-05-2003,76128
1635,Suresh Pillai,45,Teller,14-06-2022,44581
1636,Mary Patel,120,Branch Manager,07-08-2020,118187
1637,Jessica Davis,33,Branch Manager,19-07-2018,167332
1638,Robert Menon,134,Relationship Manager,20-09-2008,107159
1639,Michael Patel,24,Compliance Officer,02-02-2012,119070
1640,Deepak Menon,8,Teller,21-05-2021,125849
1641,James Joshi,33,Teller,11-09-2020,87057
1642,Susan Joshi,114,Loan Officer,09-03-2013,46331
1643,Deepak Rao,91,Loan Officer,15-04-2021,105049
1644,Sneha Malhotra,54,Loan Officer,23-10-2008,160077
1645,John Pillai,99,Relationship Manager,05-07-2010,75758
1646,Karen Rodriguez,98,Customer Service,04-05-2021,160463
1647,Ajay Johnson,84,Teller,26-07-2009,157858
1648,Thomas Martinez,78,Loan Officer,12-02-2019,65210
1649,Rohan Kapoor,16,Customer Service,09-07-2011,115402
1650,Rohan Reddy,39,Loan Officer,28-07-2007,141628
1651,Arjun Williams,80,Teller,24-07-2005,103224
1652,Linda Reddy,21,Loan Officer,02-06-2015,134304
1653,Ritu Garcia,72,Loan Officer,22-05-2009,166454
1654,Meera Nair,18,Teller,20-11-2018,123345
1655,Jennifer Rao,119,Customer Service,10-01-2000,155372
1656,Manoj Kapoor,16,Teller,05-05-2002,149746
1657,Manoj Gupta,14,Customer Service,11-06-2024,151545
1658,Pooja Gupta,96,Branch Manager,11-11-2016,157558
1659,Jessica Singh,34,Relationship Manager,20-12-2013,62292
1660,Karen Chopra,53,Teller,16-05-2000,30789
1661,Ritu Bose,48,Teller,18-03-2015,51274
1662,Michael Sharma,33,Teller,19-01-2011,65949
1663,Manoj Gupta,115,Loan Officer,31-03-2015,132894
1664,Deepak Martinez,104,Teller,15-01-2001,105511
1665,Arjun Nair,36,Customer Service,29-12-2013,99233
1666,Susan Brown,104,Teller,08-09-2014,29379
1667,Priya Gupta,108,Teller,16-05-2007,131924
1668,John Garcia,81,Loan Officer,21-05-2001,83365
1669,Kiran Nair,87,Customer Service,10-09-2024,143615
1670,Joseph Chatterjee,141,Relationship Manager,11-01-2018,45139
1671,John Menon,69,Customer Service,19-10-2015,72887
1672,Divya Patel,58,Customer Service,30-06-2019,36314
1673,Neha Johnson,81,Customer Service,19-01-2017,71266
1674,Vikram Miller,126,Customer Service,01-06-2003,168350
1675,John Brown,107,Teller,23-07-2011,102606
1676,Pooja Chopra,12,Customer Service,02-08-2022,94812
1677,Neha Menon,69,Customer Service,26-04-2007,69579
1678,Divya Reddy,111,Teller,16-09-2024,68260
1679,Manoj Garcia,34,Customer Service,20-08-2001,129428
1680,William Smith,149,Loan Officer,28-05-2008,177746
1681,William Menon,122,Branch Manager,25-11-2008,141503
1682,Deepak Martinez,127,Teller,10-09-2015,140022
1683,Rohan Brown,13,Customer Service,22-06-2004,99749
1684,Sarah Garcia,87,Relationship Manager,28-10-2005,42993
1685,Barbara Davis,80,Teller,27-03-2007,138017
1686,Neha Kapoor,95,Loan Officer,04-05-2022,150926
1687,Pooja Desai,128,Teller,11-02-2022,105586
1688,James Rodriguez,53,Teller,11-09-2007,41909
1689,Priya Singh,81,Compliance Officer,26-03-2014,136356
1690,Meera Johnson,102,Loan Officer,17-06-2008,168001
1691,Barbara Smith,113,Loan Officer,06-10-2008,62195
1692,Barbara Johnson,116,Teller,13-01-2017,52235
1693,Anjali Joshi,51,Compliance Officer,14-06-2007,140304
1694,John Rao,150,Teller,17-10-2003,78437
1695,Thomas Bose,2,Customer Service,02-08-2006,136698
1696,Charles Smith,74,Teller,15-08-2023,134882
1697,Divya Smith,92,Teller,04-08-2006,68524
1698,Jennifer Chatterjee,10,Customer Service,31-03-2009,34423
1699,Sarah Brown,68,Teller,25-12-2015,112507
1700,Michael Jones,90,Customer Service,28-07-2002,89980
1701,Divya Nair,92,Teller,28-10-2006,158007
1702,Vikram Mehta,18,Customer Service,09-06-2004,82412
1703,Anita Miller,42,Customer Service,29-06-2023,65927
1704,Thomas Patel,37,Customer Service,15-09-2023,158747
1705,Michael Singh,96,Teller,17-03-2019,139868
1706,Deepak Patel,50,Customer Service,13-04-2006,121991
1707,Neha Verma,86,Compliance Officer,01-09-2015,173002
1708,Susan Williams,110,Teller,30-10-2016,147015
1709,Thomas Patel,120,Teller,04-02-2022,159668
1710,Rahul Bose,28,Relationship Manager,20-12-2003,149448
1711,Rahul Mehta,136,Teller,17-09-2018,89031
1712,Charles Desai,25,Customer Service,06-12-2004,37478
1713,Richard Brown,4,Customer Service,15-06-2014,120295
1714,Arjun Smith,7,Teller,06-05-2022,144263
1715,Neha Reddy,31,Customer Service,30-07-2001,178749
1716,Sneha Garcia,131,Customer Service,06-10-2003,131604
1717,John Rao,32,Teller,31-08-2020,114402
1718,Karen Joshi,105,Relationship Manager,23-06-2000,115508
1719,Vikram Sharma,63,Teller,31-05-2017,45484
1720,Kiran Reddy,6,Loan Officer,22-10-2008,29120
1721,Rohan Singh,67,Relationship Manager,04-12-2021,34905
1722,Joseph Jones,5,Teller,29-07-2021,165541
1723,Priya Desai,72,Relationship Manager,11-02-2000,148127
1724,Linda Miller,84,Teller,04-04-2003,67546
1725,Patricia Bose,79,Loan Officer,23-09-2002,92391
1726,Arjun Kapoor,43,Teller,18-12-2024,101509
1727,Meera Jones,115,Customer Service,03-03-2015,65515
1728,Ritu Kumar,90,Customer Service,14-03-2017,92246
1729,Amit Garcia,39,Relationship Manager,13-11-2005,80846
1730,Mary Rao,66,Compliance Officer,14-08-2021,133607
1731,Meera Pillai,17,Customer Service,14-05-2018,143120
1732,Charles Pillai,139,Customer Service,12-02-2019,42961
1733,Barbara Desai,113,Branch Manager,25-11-2011,98717
1734,Anjali Iyer,44,Relationship Manager,29-09-2017,178667
1735,Pooja Reddy,102,Customer Service,29-10-2013,160011
1736,Pooja Martinez,102,Relationship Manager,09-10-2009,148652
1737,Barbara Joshi,92,Teller,09-02-2015,139708
1738,Meera Iyer,9,Loan Officer,29-03-2008,28657
1739,Charles Malhotra,132,Customer Service,20-03-2024,176050
1740,Rohan Sharma,144,Teller,12-10-2018,139748
1741,Pooja Chopra,147,Teller,20-03-2018,163052
1742,Arjun Miller,148,Compliance Officer,24-05-2011,166152
1743,Linda Chopra,140,Loan Officer,13-04-2005,66691
1744,Richard Johnson,111,Teller,14-06-2014,30100
1745,Joseph Brown,9,Teller,06-10-2001,128177
1746,Kiran Sharma,70,Loan Officer,27-06-2007,97764
1747,Rahul Iyer,37,Customer Service,08-08-2014,31122
1748,Jessica Kumar,33,Relationship Manager,10-06-2012,69162
1749,Pooja Sharma,125,Compliance Officer,02-12-2023,178648
1750,Pooja Smith,122,Customer Service,07-08-2015,83232
1751,Thomas Martinez,79,Customer Service,16-06-2010,67672
1752,Thomas Patel,111,Teller,05-11-2010,127491
1753,Anjali Reddy,20,Relationship Manager,18-07-2015,129048
1754,Amit Kapoor,34,Teller,09-02-2020,78480
1755,Michael Davis,130,Teller,11-01-2007,157071
1756,Rahul Mehta,68,Compliance Officer,09-11-2014,116206
1757,Sneha Mehta,82,Relationship Manager,10-08-2014,52390
1758,Anita Malhotra,70,Teller,28-03-2000,77397
1759,Rahul Nair,31,Customer Service,14-03-2023,156877
1760,Deepak Bose,124,Loan Officer,25-06-2014,41577
1761,Susan Miller,114,Teller,25-02-2006,29861
1762,Sarah Kumar,103,Teller,07-02-2016,127788
1763,Linda Johnson,53,Teller,24-03-2017,95180
1764,Neha Brown,97,Branch Manager,06-04-2023,66430
1765,Thomas Chatterjee,143,Loan Officer,12-11-2000,99749
1766,Joseph Iyer,98,Branch Manager,07-07-2010,55904
1767,Kavya Mehta,75,Teller,30-07-2004,84861
1768,Thomas Mehta,41,Relationship Manager,07-08-2014,63553
1769,Karen Singh,79,Customer Service,30-09-2012,117130
1770,Charles Davis,56,Relationship Manager,27-01-2012,130392
1771,David Garcia,92,Teller,16-12-2024,167056
1772,Jennifer Johnson,7,Customer Service,06-07-2013,38297
1773,Manoj Chatterjee,29,Relationship Manager,12-06-2010,77702
1774,Patricia Miller,119,Teller,16-09-2001,68195
1775,Susan Rao,58,Teller,12-05-2007,116047
1776,Arjun Patel,65,Teller,21-10-2022,109035
1777,Jennifer Jones,82,Teller,24-06-2011,161374
1778,Neha Gupta,66,Loan Officer,20-02-2023,167690
1779,Pooja Williams,114,Teller,15-07-2013,145495
1780,Arjun Garcia,37,Teller,05-12-2013,58234
1781,Richard Jones,114,Customer Service,04-12-2010,34191
1782,James Bose,32,Teller,22-02-2014,164672
1783,Anjali Rao,56,Teller,11-09-2001,171304
1784,Susan Joshi,89,Customer Service,18-06-2001,66058
1785,Manoj Patel,133,Teller,03-02-2012,35090
1786,William Miller,35,Teller,13-03-2015,131451
1787,Michael Mehta,89,Teller,31-12-2013,117491
1788,Sanjay Joshi,10,Teller,27-11-2010,163102
1789,Kiran Nair,12,Loan Officer,22-06-2007,115453
1790,Suresh Smith,116,Teller,08-01-2018,143572
1791,Pooja Martinez,108,Teller,13-03-2001,147531
1792,David Joshi,57,Compliance Officer,01-07-2011,29488
1793,Deepak Nair,94,Relationship Manager,25-01-2018,50563
1794,Arjun Pillai,58,Teller,06-12-2019,146561
1795,Linda Nair,42,Teller,17-04-2007,55264
1796,Jennifer Smith,65,Loan Officer,05-07-2023,59331
1797,Suresh Desai,47,Relationship Manager,24-07-2016,142320
1798,Barbara Chopra,123,Relationship Manager,14-02-2011,59085
1799,Sanjay Kumar,62,Teller,09-12-2015,50724
1800,Jennifer Menon,49,Teller,24-02-2022,30049
